文件路径,页码,图片,角度,标签,面积,bid,异常
160/伤字第01册.pdf,3,Im1,0.00,正,270088.74,160_1_3_3,
160/伤字第01册.pdf,3,Im2,0.00,正,270459.59,160_1_3_2,
160/伤字第01册.pdf,3,Im3,0.00,正,269569.47,160_1_3_1,
160/伤字第01册.pdf,3,Im4,0.00,正,269780.56,160_1_3_0,
160/伤字第01册.pdf,3,Im5,180.00,反转,269780.56,160_1_3_5,
160/伤字第01册.pdf,3,Im6,180.00,反转,268215.13,160_1_3_6,
160/伤字第01册.pdf,3,Im7,180.00,反转,264978.33,160_1_3_7,
160/伤字第01册.pdf,3,Im8,180.00,反转,265202.76,160_1_3_8,
160/伤字第01册.pdf,3,Im9,180.00,反转,264329.94,160_1_3_9,
160/伤字第10册.pdf,0,Im0,0.00,正,3291175.74,160_10_0_0,异常
160/伤字第10册.pdf,1,Im0,0.00,正,269064.44,160_10_1_4,
160/伤字第10册.pdf,1,Im1,0.00,正,268915.04,160_10_1_3,
160/伤字第10册.pdf,1,Im2,0.00,正,270459.54,160_10_1_2,
160/伤字第10册.pdf,1,Im3,0.00,正,269569.42,160_10_1_1,
160/伤字第10册.pdf,1,Im4,0.00,正,261717.92,160_10_1_0,
160/伤字第10册.pdf,1,Im5,180.00,反转,254683.24,160_10_1_5,
160/伤字第10册.pdf,1,Im6,180.00,反转,266915.65,160_10_1_6,
160/伤字第10册.pdf,1,Im7,180.00,反转,266915.65,160_10_1_7,
160/伤字第10册.pdf,1,Im8,180.00,反转,267211.00,160_10_1_8,
160/伤字第10册.pdf,1,Im9,180.00,反转,267211.00,160_10_1_9,
160/伤字第10册.pdf,2,Im0,0.50,正,277828.72,160_10_2_4,
160/伤字第10册.pdf,2,Im1,0.50,正,278393.86,160_10_2_3,
160/伤字第10册.pdf,2,Im2,0.50,正,277043.06,160_10_2_2,
160/伤字第10册.pdf,2,Im3,0.50,正,277006.09,160_10_2_1,
160/伤字第10册.pdf,2,Im4,0.00,正,268864.79,160_10_2_0,
160/伤字第10册.pdf,2,Im5,180.00,反转,268864.82,160_10_2_5,
160/伤字第10册.pdf,2,Im6,180.00,反转,267506.31,160_10_2_6,
160/伤字第10册.pdf,2,Im7,180.00,反转,267506.29,160_10_2_7,
160/伤字第10册.pdf,2,Im8,180.00,反转,265464.04,160_10_2_8,
160/伤字第10册.pdf,2,Im9,180.00,反转,263249.39,160_10_2_9,
160/伤字第10册.pdf,3,Im0,0.00,正,264907.43,160_10_3_4,
160/伤字第10册.pdf,3,Im1,0.00,正,261129.22,160_10_3_3,
160/伤字第10册.pdf,3,Im2,0.00,正,264789.30,160_10_3_2,
160/伤字第10册.pdf,3,Im3,0.00,正,263917.84,160_10_3_1,
160/伤字第10册.pdf,3,Im4,0.00,正,267211.01,160_10_3_0,
160/伤字第10册.pdf,3,Im5,180.00,反转,266331.58,160_10_3_5,
160/伤字第10册.pdf,3,Im6,180.00,反转,264537.50,160_10_3_6,
160/伤字第10册.pdf,3,Im7,180.00,反转,264683.19,160_10_3_7,
160/伤字第10册.pdf,3,Im8,180.00,反转,268510.42,160_10_3_8,
160/伤字第10册.pdf,3,Im9,180.00,反转,268510.46,160_10_3_9,
160/伤字第10册.pdf,4,Im0,0.00,正,269278.28,160_10_4_4,
160/伤字第10册.pdf,4,Im1,0.00,正,263222.10,160_10_4_3,
160/伤字第10册.pdf,4,Im2,0.00,正,269071.39,160_10_4_2,
160/伤字第10册.pdf,4,Im3,0.00,正,269071.44,160_10_4_1,
160/伤字第10册.pdf,4,Im4,0.00,正,267184.99,160_10_4_0,
160/伤字第10册.pdf,4,Im5,180.00,反转,268066.78,160_10_4_5,
160/伤字第10册.pdf,4,Im6,180.00,反转,265650.56,160_10_4_6,
160/伤字第10册.pdf,4,Im7,180.00,反转,265504.14,160_10_4_7,
160/伤字第10册.pdf,4,Im8,180.00,反转,254631.86,160_10_4_8,
160/伤字第10册.pdf,4,Im9,180.00,反转,265557.18,160_10_4_9,
160/伤字第10册.pdf,5,Im0,0.00,正,270341.47,160_10_5_4,
160/伤字第10册.pdf,5,Im1,0.00,正,270341.47,160_10_5_3,
160/伤字第10册.pdf,5,Im2,0.00,正,270341.47,160_10_5_2,
160/伤字第10册.pdf,5,Im3,0.00,正,269451.74,160_10_5_1,
160/伤字第10册.pdf,5,Im4,0.00,正,268333.21,160_10_5_0,
160/伤字第10册.pdf,5,Im5,180.00,反转,267450.06,160_10_5_5,
160/伤字第10册.pdf,5,Im6,180.00,反转,267565.36,160_10_5_6,
160/伤字第10册.pdf,5,Im7,180.00,反转,266097.61,160_10_5_7,
160/伤字第10册.pdf,5,Im8,180.00,反转,268598.62,160_10_5_8,
160/伤字第10册.pdf,5,Im9,180.00,反转,268598.64,160_10_5_9,
160/伤字第10册.pdf,6,Im0,0.00,正,268687.63,160_10_6_4,
160/伤字第10册.pdf,6,Im1,0.00,正,268392.87,160_10_6_3,
160/伤字第10册.pdf,6,Im2,0.00,正,267506.34,160_10_6_2,
160/伤字第10册.pdf,6,Im3,0.00,正,259729.09,160_10_6_1,
160/伤字第10册.pdf,6,Im4,0.00,正,266561.26,160_10_6_0,
160/伤字第10册.pdf,6,Im5,180.00,反转,265683.93,160_10_6_5,
160/伤字第10册.pdf,6,Im6,179.25,反转,291249.04,160_10_6_6,
160/伤字第10册.pdf,6,Im7,179.25,反转,288859.98,160_10_6_7,
160/伤字第10册.pdf,6,Im8,180.00,反转,268274.15,160_10_6_8,
160/伤字第10册.pdf,6,Im9,180.00,反转,267979.84,160_10_6_9,
160/伤字第10册.pdf,7,Im0,0.00,正,267860.71,160_10_7_4,
160/伤字第10册.pdf,7,Im1,0.00,正,266979.14,160_10_7_3,
160/伤字第10册.pdf,7,Im2,-1.00,微倾,295109.96,160_10_7_2,
160/伤字第10册.pdf,7,Im3,-1.00,微倾,293128.52,160_10_7_1,
160/伤字第10册.pdf,7,Im4,0.00,正,268184.97,160_10_7_0,
160/伤字第10册.pdf,7,Im5,180.00,反转,262597.78,160_10_7_5,
160/伤字第10册.pdf,7,Im6,180.00,反转,270400.51,160_10_7_6,
160/伤字第10册.pdf,7,Im7,180.00,反转,269510.58,160_10_7_7,
160/伤字第10册.pdf,7,Im8,180.00,反转,268392.32,160_10_7_8,
160/伤字第10册.pdf,7,Im9,180.00,反转,267508.96,160_10_7_9,
160/伤字第10册.pdf,8,Im0,0.00,正,269455.45,160_10_8_0,
160/伤字第10册.pdf,8,Im1,180.00,反转,269455.45,160_10_8_1,
160/伤字第06册.pdf,0,Im0,0.00,正,3291176.30,160_6_0_0,异常
160/伤字第06册.pdf,1,Im0,0.00,正,258256.26,160_6_1_4,
160/伤字第06册.pdf,1,Im1,0.00,正,263161.58,160_6_1_3,
160/伤字第06册.pdf,1,Im2,0.00,正,259218.81,160_6_1_2,
160/伤字第06册.pdf,1,Im3,0.00,正,260797.65,160_6_1_1,
160/伤字第06册.pdf,1,Im4,0.00,正,259889.24,160_6_1_0,
160/伤字第06册.pdf,1,Im5,180.00,反转,261327.51,160_6_1_5,
160/伤字第06册.pdf,1,Im6,180.00,反转,265302.41,160_6_1_6,
160/伤字第06册.pdf,1,Im7,180.00,反转,265448.54,160_6_1_7,
160/伤字第06册.pdf,1,Im8,180.00,反转,269337.32,160_6_1_8,
160/伤字第06册.pdf,1,Im9,180.00,反转,269041.86,160_6_1_9,
160/伤字第06册.pdf,2,Im0,0.00,正,262866.92,160_6_2_4,
160/伤字第06册.pdf,2,Im1,0.00,正,263446.96,160_6_2_3,
160/伤字第06册.pdf,2,Im2,0.00,正,266029.68,160_6_2_2,
160/伤字第06册.pdf,2,Im3,0.00,正,262819.26,160_6_2_1,
160/伤字第06册.pdf,2,Im4,0.00,正,267151.92,160_6_2_0,
160/伤字第06册.pdf,2,Im5,180.00,反转,267151.94,160_6_2_5,
160/伤字第06册.pdf,2,Im6,180.00,反转,267329.14,160_6_2_6,
160/伤字第06册.pdf,2,Im7,180.00,反转,266449.33,160_6_2_7,
160/伤字第06册.pdf,2,Im8,180.00,反转,266185.16,160_6_2_8,
160/伤字第06册.pdf,2,Im9,180.00,反转,267802.85,160_6_2_9,
160/伤字第06册.pdf,3,Im0,0.25,正,267617.59,160_6_3_4,
160/伤字第06册.pdf,3,Im1,0.25,正,268683.24,160_6_3_3,
160/伤字第06册.pdf,3,Im2,0.00,正,266561.32,160_6_3_2,
160/伤字第06册.pdf,3,Im3,0.00,正,266561.27,160_6_3_1,
160/伤字第06册.pdf,3,Im4,0.00,正,260365.82,160_6_3_0,
160/伤字第06册.pdf,3,Im5,180.00,反转,265330.70,160_6_3_5,
160/伤字第06册.pdf,3,Im6,180.00,反转,262002.78,160_6_3_6,
160/伤字第06册.pdf,3,Im7,180.00,反转,264624.31,160_6_3_7,
160/伤字第06册.pdf,3,Im8,180.00,反转,262935.45,160_6_3_8,
160/伤字第06册.pdf,3,Im9,180.00,反转,265566.24,160_6_3_9,
160/伤字第06册.pdf,4,Im0,0.00,正,264444.08,160_6_4_4,
160/伤字第06册.pdf,4,Im1,0.00,正,263571.75,160_6_4_3,
160/伤字第06册.pdf,4,Im2,0.00,正,260192.49,160_6_4_2,
160/伤字第06册.pdf,4,Im3,0.00,正,266029.66,160_6_4_1,
160/伤字第06册.pdf,4,Im4,0.00,正,260195.85,160_6_4_0,
160/伤字第06册.pdf,4,Im5,180.00,反转,262799.28,160_6_4_5,
160/伤字第06册.pdf,4,Im6,180.00,反转,265498.10,160_6_4_6,
160/伤字第06册.pdf,4,Im7,180.00,反转,258944.36,160_6_4_7,
160/伤字第06册.pdf,4,Im8,180.00,反转,259672.62,160_6_4_8,
160/伤字第06册.pdf,4,Im9,180.00,反转,264624.31,160_6_4_9,
160/伤字第06册.pdf,5,Im0,0.00,正,266094.27,160_6_5_4,
160/伤字第06册.pdf,5,Im1,0.00,正,265216.49,160_6_5_3,
160/伤字第06册.pdf,5,Im2,0.00,正,261521.24,160_6_5_2,
160/伤字第06册.pdf,5,Im3,0.00,正,267388.19,160_6_5_1,
160/伤字第06册.pdf,5,Im4,0.00,正,265266.89,160_6_5_0,
160/伤字第06册.pdf,5,Im5,180.00,反转,267921.05,160_6_5_5,
160/伤字第06册.pdf,5,Im6,180.00,反转,268096.53,160_6_5_6,
160/伤字第06册.pdf,5,Im7,180.00,反转,268392.04,160_6_5_7,
160/伤字第06册.pdf,5,Im8,180.00,反转,251371.24,160_6_5_8,
160/伤字第06册.pdf,5,Im9,180.00,反转,265498.10,160_6_5_9,
160/伤字第06册.pdf,6,Im0,0.00,正,265498.10,160_6_6_4,
160/伤字第06册.pdf,6,Im1,0.00,正,259526.94,160_6_6_3,
160/伤字第06册.pdf,6,Im2,0.00,正,266206.92,160_6_6_2,
160/伤字第06册.pdf,6,Im3,0.00,正,259635.66,160_6_6_1,
160/伤字第06册.pdf,6,Im4,0.00,正,258104.88,160_6_6_0,
160/伤字第06册.pdf,6,Im5,180.00,反转,265084.64,160_6_6_5,
160/伤字第06册.pdf,6,Im6,180.00,反转,259911.26,160_6_6_6,
160/伤字第06册.pdf,6,Im7,180.00,反转,255066.40,160_6_6_7,
160/伤字第06册.pdf,6,Im8,180.00,反转,263134.66,160_6_6_8,
160/伤字第06册.pdf,6,Im9,180.00,反转,260201.05,160_6_6_9,
160/伤字第07册.pdf,0,Im0,0.00,正,3291176.08,160_7_0_0,异常
160/伤字第07册.pdf,1,Im0,0.00,正,264612.12,160_7_1_4,
160/伤字第07册.pdf,1,Im1,0.00,正,263741.24,160_7_1_3,
160/伤字第07册.pdf,1,Im2,0.00,正,265656.80,160_7_1_2,
160/伤字第07册.pdf,1,Im3,0.00,正,266096.08,160_7_1_1,
160/伤字第07册.pdf,1,Im4,0.00,正,265481.21,160_7_1_0,
160/伤字第07册.pdf,1,Im5,180.00,反转,266213.79,160_7_1_5,
160/伤字第07册.pdf,1,Im6,180.00,反转,267210.98,160_7_1_6,
160/伤字第07册.pdf,1,Im7,180.00,反转,266331.55,160_7_1_7,
160/伤字第07册.pdf,1,Im8,180.00,反转,262348.22,160_7_1_8,
160/伤字第07册.pdf,1,Im9,180.00,反转,263800.11,160_7_1_9,
160/伤字第07册.pdf,2,Im0,0.00,正,264021.47,160_7_2_4,
160/伤字第07册.pdf,2,Im1,0.00,正,264021.47,160_7_2_3,
160/伤字第07册.pdf,2,Im2,0.00,正,264612.17,160_7_2_2,
160/伤字第07册.pdf,2,Im3,0.00,正,263741.19,160_7_2_1,
160/伤字第07册.pdf,2,Im4,0.00,正,266561.27,160_7_2_0,
160/伤字第07册.pdf,2,Im5,180.00,反转,262759.54,160_7_2_5,
160/伤字第07册.pdf,2,Im6,180.00,反转,265439.06,160_7_2_6,
160/伤字第07册.pdf,2,Im7,180.00,反转,264565.46,160_7_2_7,
160/伤字第07册.pdf,2,Im8,180.00,反转,265084.62,160_7_2_8,
160/伤字第07册.pdf,2,Im9,180.00,反转,261303.88,160_7_2_9,
160/伤字第07册.pdf,3,Im0,0.00,正,266001.87,160_7_3_4,
160/伤字第07册.pdf,3,Im1,0.00,正,265271.88,160_7_3_3,
160/伤字第07册.pdf,3,Im2,0.00,正,266206.92,160_7_3_2,
160/伤字第07册.pdf,3,Im3,0.00,正,265330.70,160_7_3_1,
160/伤字第07册.pdf,3,Im4,0.00,正,259757.30,160_7_3_0,
160/伤字第07册.pdf,3,Im5,180.00,反转,263076.42,160_7_3_5,
160/伤字第07册.pdf,3,Im6,180.00,反转,254133.02,160_7_3_6,
160/伤字第07册.pdf,3,Im7,180.00,反转,260561.34,160_7_3_7,
160/伤字第07册.pdf,3,Im8,180.00,反转,258979.48,160_7_3_8,
160/伤字第07册.pdf,3,Im9,180.00,反转,263312.67,160_7_3_9,
160/伤字第07册.pdf,4,Im0,0.00,正,260629.74,160_7_4_4,
160/伤字第07册.pdf,4,Im1,0.00,正,259914.59,160_7_4_3,
160/伤字第07册.pdf,4,Im2,0.00,正,264848.39,160_7_4_2,
160/伤字第07册.pdf,4,Im3,0.00,正,263976.73,160_7_4_1,
160/伤字第07册.pdf,4,Im4,0.00,正,260928.38,160_7_4_0,
160/伤字第07册.pdf,4,Im5,180.00,反转,260352.79,160_7_4_5,
160/伤字第07册.pdf,4,Im6,180.00,反转,254417.88,160_7_4_6,
160/伤字第07册.pdf,4,Im7,180.00,反转,263076.44,160_7_4_7,
160/伤字第07册.pdf,4,Im8,180.00,反转,255856.88,160_7_4_8,
160/伤字第07册.pdf,4,Im9,180.00,反转,259328.06,160_7_4_9,
160/伤字第07册.pdf,5,Im0,0.00,正,254566.55,160_7_5_4,
160/伤字第07册.pdf,5,Im1,0.00,正,256006.34,160_7_5_3,
160/伤字第07册.pdf,5,Im2,0.00,正,265439.08,160_7_5_2,
160/伤字第07册.pdf,5,Im3,0.00,正,261070.92,160_7_5_1,
160/伤字第07册.pdf,5,Im4,0.00,正,261245.04,160_7_5_0,
160/伤字第07册.pdf,5,Im5,180.00,反转,264730.24,160_7_5_5,
160/伤字第07册.pdf,5,Im6,180.00,反转,267005.38,160_7_5_6,
160/伤字第07册.pdf,5,Im7,180.00,反转,267151.90,160_7_5_7,
160/伤字第07册.pdf,5,Im8,180.00,反转,268834.92,160_7_5_8,
160/伤字第07册.pdf,5,Im9,180.00,反转,268834.96,160_7_5_9,
160/伤字第07册.pdf,6,Im0,0.00,正,264907.45,160_7_6_4,
160/伤字第07册.pdf,6,Im1,0.00,正,261710.57,160_7_6_3,
160/伤字第07册.pdf,6,Im2,0.00,正,267329.12,160_7_6_2,
160/伤字第07册.pdf,6,Im3,0.00,正,267329.12,160_7_6_1,
160/伤字第07册.pdf,6,Im4,0.00,正,257878.66,160_7_6_0,
160/伤字第07册.pdf,6,Im5,180.00,反转,257878.70,160_7_6_5,
160/伤字第07册.pdf,6,Im6,180.00,反转,268864.84,160_7_6_6,
160/伤字第07册.pdf,6,Im7,180.00,反转,267389.93,160_7_6_7,
160/伤字第07册.pdf,6,Im8,180.00,反转,268037.69,160_7_6_8,
160/伤字第07册.pdf,6,Im9,180.00,反转,267151.63,160_7_6_9,
160/伤字第11册.pdf,0,Im0,0.00,正,3291176.19,160_11_0_0,异常
160/伤字第11册.pdf,1,Im0,0.00,正,266181.97,160_11_1_4,
160/伤字第11册.pdf,1,Im1,0.00,正,268687.61,160_11_1_3,
160/伤字第11册.pdf,1,Im2,0.00,正,268333.28,160_11_1_2,
160/伤字第11册.pdf,1,Im3,0.00,正,267450.06,160_11_1_1,
160/伤字第11册.pdf,1,Im4,0.00,正,270282.39,160_11_1_0,
160/伤字第11册.pdf,1,Im5,180.00,反转,269392.82,160_11_1_5,
160/伤字第11册.pdf,1,Im6,180.00,反转,269512.49,160_11_1_6,
160/伤字第11册.pdf,1,Im7,180.00,反转,266252.89,160_11_1_7,
160/伤字第11册.pdf,1,Im8,180.00,反转,270341.45,160_11_1_8,
160/伤字第11册.pdf,1,Im9,180.00,反转,267078.99,160_11_1_9,
160/伤字第11册.pdf,2,Im0,0.00,正,266797.60,160_11_2_4,
160/伤字第11册.pdf,2,Im1,0.00,正,265919.53,160_11_2_3,
160/伤字第11册.pdf,2,Im2,0.00,正,269042.01,160_11_2_2,
160/伤字第11册.pdf,2,Im3,0.00,正,268156.55,160_11_2_1,
160/伤字第11册.pdf,2,Im4,0.00,正,255442.00,160_11_2_0,
160/伤字第11册.pdf,2,Im5,180.00,反转,255441.99,160_11_2_5,
160/伤字第11册.pdf,2,Im6,180.00,反转,268510.40,160_11_2_6,
160/伤字第11册.pdf,2,Im7,180.00,反转,268510.40,160_11_2_7,
160/伤字第11册.pdf,2,Im8,180.00,反转,270459.57,160_11_2_8,
160/伤字第11册.pdf,2,Im9,180.00,反转,268382.52,160_11_2_9,
194/悲字第05册.pdf,0,Im0,0.00,正,3291175.85,194_5_0_0,异常
194/悲字第05册.pdf,1,Im0,0.00,正,268923.88,194_5_1_4,
194/悲字第05册.pdf,1,Im1,0.00,正,268038.81,194_5_1_3,
194/悲字第05册.pdf,1,Im2,0.00,正,265911.56,194_5_1_2,
194/悲字第05册.pdf,1,Im3,0.00,正,265036.40,194_5_1_1,
194/悲字第05册.pdf,1,Im4,0.00,正,263158.81,194_5_1_0,
194/悲字第05册.pdf,1,Im5,180.00,反转,268007.64,194_5_1_5,
194/悲字第05册.pdf,1,Im6,180.00,反转,265950.60,194_5_1_6,
194/悲字第05册.pdf,1,Im7,180.00,反转,267860.71,194_5_1_7,
194/悲字第05册.pdf,1,Im8,179.50,反转,273897.75,194_5_1_8,
194/悲字第05册.pdf,1,Im9,179.50,反转,281226.23,194_5_1_9,
194/悲字第05册.pdf,2,Im0,0.00,正,265202.76,194_5_2_4,
194/悲字第05册.pdf,2,Im1,0.00,正,262002.32,194_5_2_3,
194/悲字第05册.pdf,2,Im2,0.00,正,266384.09,194_5_2_2,
194/悲字第05册.pdf,2,Im3,0.00,正,263169.32,194_5_2_1,
194/悲字第05册.pdf,2,Im4,0.00,正,264950.26,194_5_2_0,
194/悲字第05册.pdf,2,Im5,180.00,反转,268037.90,194_5_2_5,
194/悲字第05册.pdf,2,Im6,180.00,反转,262410.78,194_5_2_6,
194/悲字第05册.pdf,2,Im7,180.00,反转,266057.47,194_5_2_7,
194/悲字第05册.pdf,2,Im8,179.75,反转,274126.05,194_5_2_8,
194/悲字第05册.pdf,2,Im9,179.75,反转,272251.17,194_5_2_9,
194/悲字第05册.pdf,3,Im0,-0.75,正,283579.80,194_5_3_4,
194/悲字第05册.pdf,3,Im1,-0.50,正,277862.15,194_5_3_3,
194/悲字第05册.pdf,3,Im2,-0.25,正,268281.31,194_5_3_2,
194/悲字第05册.pdf,3,Im3,0.00,正,261187.49,194_5_3_1,
194/悲字第05册.pdf,3,Im4,0.00,正,265675.29,194_5_3_0,
194/悲字第05册.pdf,3,Im5,180.00,反转,265675.29,194_5_3_5,
194/悲字第05册.pdf,3,Im6,180.00,反转,260315.42,194_5_3_6,
194/悲字第05册.pdf,3,Im7,180.00,反转,264966.51,194_5_3_7,
194/悲字第05册.pdf,3,Im8,180.00,反转,264493.97,194_5_3_8,
194/悲字第05册.pdf,3,Im9,180.00,反转,263623.48,194_5_3_9,
194/悲字第05册.pdf,4,Im0,0.00,正,270253.37,194_5_4_4,
194/悲字第05册.pdf,4,Im1,0.00,正,265215.75,194_5_4_3,
194/悲字第05册.pdf,4,Im2,-0.25,正,270453.46,194_5_4_2,
194/悲字第05册.pdf,4,Im3,0.00,正,264455.58,194_5_4_1,
194/悲字第05册.pdf,4,Im4,0.00,正,267742.50,194_5_4_0,
194/悲字第05册.pdf,4,Im5,180.00,反转,266861.32,194_5_4_5,
194/悲字第05册.pdf,4,Im6,180.00,反转,266831.48,194_5_4_6,
194/悲字第05册.pdf,4,Im7,180.00,反转,266684.74,194_5_4_7,
194/悲字第05册.pdf,4,Im8,180.00,反转,270459.61,194_5_4_8,
194/悲字第05册.pdf,4,Im9,180.00,反转,269569.49,194_5_4_9,
194/悲字第05册.pdf,5,Im0,0.00,正,268923.88,194_5_5_4,
194/悲字第05册.pdf,5,Im1,0.00,正,267448.67,194_5_5_3,
194/悲字第05册.pdf,5,Im2,0.00,正,266537.06,194_5_5_2,
194/悲字第05册.pdf,5,Im3,0.00,正,267567.78,194_5_5_1,
194/悲字第05册.pdf,5,Im4,0.00,正,265012.27,194_5_5_0,
194/悲字第05册.pdf,5,Im5,180.00,反转,266037.16,194_5_5_5,
194/悲字第05册.pdf,5,Im6,179.75,反转,268504.48,194_5_5_6,
194/悲字第05册.pdf,5,Im7,180.00,反转,268805.73,194_5_5_7,
194/悲字第05册.pdf,5,Im8,180.00,反转,260417.39,194_5_5_8,
194/悲字第09册.pdf,0,Im0,0.00,正,264543.06,194_9_0_4,
194/悲字第09册.pdf,0,Im1,0.00,正,265566.24,194_9_0_3,
194/悲字第09册.pdf,0,Im2,-0.50,正,272827.90,194_9_0_2,
194/悲字第09册.pdf,0,Im3,0.00,正,265271.88,194_9_0_1,
194/悲字第09册.pdf,0,Im4,0.00,正,267388.21,194_9_0_0,
194/悲字第09册.pdf,0,Im5,180.00,反转,266508.17,194_9_0_5,
194/悲字第09册.pdf,0,Im6,179.00,反转,285232.84,194_9_0_6,
194/悲字第09册.pdf,0,Im7,179.00,反转+微倾,287305.05,194_9_0_7,
194/悲字第09册.pdf,0,Im8,180.00,反转,267921.30,194_9_0_8,
194/悲字第09册.pdf,0,Im9,180.00,反转,268510.44,194_9_0_9,
194/悲字第09册.pdf,1,Im0,0.00,正,266384.04,194_9_1_4,
194/悲字第09册.pdf,1,Im1,0.00,正,265507.33,194_9_1_3,
194/悲字第09册.pdf,1,Im2,0.00,正,267506.34,194_9_1_2,
194/悲字第09册.pdf,1,Im3,0.00,正,265451.95,194_9_1_1,
194/悲字第09册.pdf,1,Im4,0.00,正,268805.75,194_9_1_0,
194/悲字第09册.pdf,1,Im5,180.00,反转,267921.05,194_9_1_5,
194/悲字第09册.pdf,1,Im6,178.75,反转+微倾,284218.14,194_9_1_6,
194/悲字第09册.pdf,1,Im7,179.25,反转,276598.96,194_9_1_7,
194/悲字第09册.pdf,1,Im8,180.00,反转,268333.21,194_9_1_8,
194/悲字第09册.pdf,1,Im9,180.00,反转,266272.49,194_9_1_9,
194/悲字第09册.pdf,2,Im0,0.00,正,268333.21,194_9_2_4,
194/悲字第09册.pdf,2,Im1,0.00,正,264506.15,194_9_2_3,
194/悲字第09册.pdf,2,Im2,-0.25,正,268522.64,194_9_2_2,
194/悲字第09册.pdf,2,Im3,-0.25,正,268230.66,194_9_2_1,
194/悲字第09册.pdf,2,Im4,0.00,正,267860.71,194_9_2_0,
194/悲字第09册.pdf,2,Im5,180.00,反转,267860.73,194_9_2_5,
194/悲字第09册.pdf,2,Im6,180.00,反转,268215.11,194_9_2_6,
194/悲字第09册.pdf,2,Im7,180.00,反转,267332.37,194_9_2_7,
194/悲字第09册.pdf,2,Im8,180.00,反转,267388.36,194_9_2_8,
194/悲字第09册.pdf,2,Im9,180.00,反转,268274.31,194_9_2_9,
194/悲字第09册.pdf,3,Im0,0.00,正,268244.29,194_9_3_4,
194/悲字第09册.pdf,3,Im1,0.00,正,269426.03,194_9_3_3,
194/悲字第09册.pdf,3,Im2,0.00,正,268805.75,194_9_3_2,
194/悲字第09册.pdf,3,Im3,0.00,正,266741.43,194_9_3_1,
194/悲字第09册.pdf,3,Im4,0.00,正,268333.21,194_9_3_0,
194/悲字第09册.pdf,3,Im5,180.00,反转,267450.04,194_9_3_5,
194/悲字第09册.pdf,3,Im6,-179.25,反转,282234.80,194_9_3_6,
194/悲字第09册.pdf,3,Im7,-179.25,反转,281656.32,194_9_3_7,
194/悲字第09册.pdf,3,Im8,180.00,反转,258825.72,194_9_3_8,
194/悲字第09册.pdf,3,Im9,180.00,反转,265675.25,194_9_3_9,
194/悲字第09册.pdf,4,Im0,0.00,正,266766.65,194_9_4_4,
194/悲字第09册.pdf,4,Im1,0.00,正,260916.44,194_9_4_3,
194/悲字第09册.pdf,4,Im2,0.00,正,268037.87,194_9_4_2,
194/悲字第09册.pdf,4,Im3,0.00,正,267155.72,194_9_4_1,
194/悲字第09册.pdf,4,Im4,0.00,正,256009.24,194_9_4_0,
194/悲字第09册.pdf,4,Im5,180.00,反转,266384.04,194_9_4_5,
194/悲字第09册.pdf,4,Im6,180.00,反转,264629.87,194_9_4_6,
194/悲字第09册.pdf,4,Im7,180.00,反转,266684.72,194_9_4_7,
194/悲字第08册.pdf,0,Im0,-0.50,正,279967.79,194_8_0_4,
194/悲字第08册.pdf,0,Im1,-0.50,正,276189.87,194_8_0_3,
194/悲字第08册.pdf,0,Im2,-0.75,正,285168.81,194_8_0_2,
194/悲字第08册.pdf,0,Im3,-0.75,正,282995.60,194_8_0_1,
194/悲字第08册.pdf,0,Im4,0.00,正,268038.79,194_8_0_0,
194/悲字第08册.pdf,0,Im5,180.00,反转,268038.79,194_8_0_5,
194/悲字第08册.pdf,0,Im6,179.25,反转,282064.80,194_8_0_6,
194/悲字第08册.pdf,0,Im7,179.25,反转,279684.79,194_8_0_7,
194/悲字第08册.pdf,0,Im8,180.00,反转,266401.03,194_8_0_8,
194/悲字第08册.pdf,0,Im9,180.00,反转,270253.37,194_8_0_9,
194/悲字第08册.pdf,1,Im0,0.00,正,267860.71,194_8_1_4,
194/悲字第08册.pdf,1,Im1,0.00,正,266979.14,194_8_1_3,
194/悲字第08册.pdf,1,Im2,-0.75,正,284278.26,194_8_1_2,
194/悲字第08册.pdf,1,Im3,-0.75,正,282701.77,194_8_1_1,
194/悲字第08册.pdf,1,Im4,-0.25,正,271061.77,194_8_1_0,
194/悲字第08册.pdf,1,Im5,179.75,反转,275921.25,194_8_1_5,
194/悲字第08册.pdf,1,Im6,180.00,反转,267329.14,194_8_1_6,
194/悲字第08册.pdf,1,Im7,180.00,反转,266449.33,194_8_1_7,
194/悲字第08册.pdf,1,Im8,180.00,反转,266449.33,194_8_1_8,
194/悲字第08册.pdf,1,Im9,180.00,反转,265276.13,194_8_1_9,
194/悲字第08册.pdf,2,Im0,-1.00,正,292125.71,194_8_2_4,
194/悲字第08册.pdf,2,Im1,-1.00,正,288131.71,194_8_2_3,
194/悲字第08册.pdf,2,Im2,0.00,正,263636.15,194_8_2_2,
194/悲字第08册.pdf,2,Im3,0.00,正,263636.15,194_8_2_1,
194/悲字第08册.pdf,2,Im4,0.00,正,268037.92,194_8_2_0,
194/悲字第08册.pdf,2,Im5,180.00,反转,267155.74,194_8_2_5,
194/悲字第08册.pdf,2,Im6,180.00,反转,268274.15,194_8_2_6,
194/悲字第08册.pdf,2,Im7,180.00,反转,267391.22,194_8_2_7,
194/悲字第08册.pdf,2,Im8,180.00,反转,263270.69,194_8_2_8,
