文件路径,页码,图片,角度,标签,面积,bid,异常
173/得字第07册.pdf,2,Im0,0.00,正,256607.72,173_7_2_4,
173/得字第07册.pdf,2,Im1,0.00,正,262975.91,173_7_2_3,
173/得字第07册.pdf,2,Im2,0.00,正,255688.64,173_7_2_2,
173/得字第07册.pdf,2,Im3,0.00,正,262033.93,173_7_2_1,
173/得字第07册.pdf,2,Im4,0.00,正,260456.55,173_7_2_0,
173/得字第07册.pdf,2,Im5,180.00,反转,266920.23,173_7_2_5,
173/得字第07册.pdf,2,Im6,180.00,反转,259307.67,173_7_2_6,
173/得字第07册.pdf,2,Im7,180.00,反转,265742.87,173_7_2_7,
173/得字第07册.pdf,2,Im8,180.00,反转,264530.54,173_7_2_8,
173/得字第07册.pdf,2,Im9,180.00,反转,257263.20,173_7_2_9,
173/得字第07册.pdf,3,Im0,0.00,正,261879.58,173_7_3_4,
173/得字第07册.pdf,3,Im1,0.00,正,261440.40,173_7_3_3,
173/得字第07册.pdf,3,Im2,0.00,正,266147.81,173_7_3_2,
173/得字第07册.pdf,3,Im3,0.00,正,253738.27,173_7_3_1,
173/得字第07册.pdf,3,Im4,0.00,正,262366.26,173_7_3_0,
173/得字第07册.pdf,3,Im5,180.00,反转,266332.60,173_7_3_5,
173/得字第07册.pdf,3,Im6,180.00,反转,262237.31,173_7_3_6,
173/得字第07册.pdf,3,Im7,180.00,反转,268745.23,173_7_3_7,
173/得字第07册.pdf,3,Im8,179.75,反转,265748.71,173_7_3_8,
173/得字第07册.pdf,3,Im9,179.75,反转,270347.05,173_7_3_9,
173/得字第07册.pdf,4,Im0,0.00,正,265415.37,173_7_4_4,
173/得字第07册.pdf,4,Im1,0.00,正,267195.71,173_7_4_3,
173/得字第07册.pdf,4,Im2,0.00,正,268361.96,173_7_4_2,
173/得字第07册.pdf,4,Im3,0.00,正,259790.93,173_7_4_1,
173/得字第07册.pdf,4,Im4,0.00,正,258400.33,173_7_4_0,
173/得字第07册.pdf,4,Im5,180.00,反转,260141.40,173_7_4_5,
173/得字第07册.pdf,4,Im6,180.00,反转,262598.71,173_7_4_6,
173/得字第07册.pdf,4,Im7,180.00,反转,267918.67,173_7_4_7,
173/得字第07册.pdf,4,Im8,179.00,反转,282132.43,173_7_4_8,
173/得字第07册.pdf,4,Im9,179.00,反转+微倾,283593.46,173_7_4_9,
173/得字第07册.pdf,5,Im0,0.00,正,268805.75,173_7_5_4,
173/得字第07册.pdf,5,Im1,0.00,正,259221.39,173_7_5_3,
173/得字第07册.pdf,5,Im2,0.00,正,267195.66,173_7_5_2,
173/得字第07册.pdf,5,Im3,0.00,正,262003.09,173_7_5_1,
173/得字第07册.pdf,5,Im4,0.00,正,266945.44,173_7_5_0,
173/得字第07册.pdf,5,Im5,180.00,反转,263106.65,173_7_5_5,
173/得字第07册.pdf,5,Im6,180.00,反转,265067.52,173_7_5_6,
173/得字第07册.pdf,5,Im7,180.00,反转,264623.00,173_7_5_7,
173/得字第07册.pdf,5,Im8,180.00,反转,269396.42,173_7_5_8,
173/得字第07册.pdf,5,Im9,180.00,反转,256835.37,173_7_5_9,
173/得字第07册.pdf,6,Im0,0.00,正,265302.76,173_7_6_4,
173/得字第07册.pdf,6,Im1,0.00,正,260302.60,173_7_6_3,
173/得字第07册.pdf,6,Im2,0.00,正,269278.28,173_7_6_2,
173/得字第07册.pdf,6,Im3,0.00,正,259677.01,173_7_6_1,
173/得字第07册.pdf,6,Im4,0.00,正,264198.16,173_7_6_0,
173/得字第07册.pdf,6,Im5,180.00,反转,262573.68,173_7_6_5,
173/得字第07册.pdf,6,Im6,-179.75,反转,268001.49,173_7_6_6,
173/得字第07册.pdf,6,Im7,-179.75,反转,273833.22,173_7_6_7,
173/得字第07册.pdf,6,Im8,180.00,反转,265639.16,173_7_6_8,
173/得字第07册.pdf,6,Im9,180.00,反转,262976.88,173_7_6_9,
173/得字第07册.pdf,7,Im0,0.00,正,262448.20,173_7_7_4,
173/得字第07册.pdf,7,Im1,0.00,正,267789.13,173_7_7_3,
173/得字第07册.pdf,7,Im2,0.00,正,264764.10,173_7_7_2,
173/得字第07册.pdf,7,Im3,0.00,正,265505.71,173_7_7_1,
173/得字第07册.pdf,7,Im4,0.00,正,259643.16,173_7_7_0,
173/得字第07册.pdf,7,Im5,180.00,反转,266145.33,173_7_7_5,
173/得字第07册.pdf,7,Im6,-178.75,反转+微倾,288470.72,173_7_7_6,
173/得字第07册.pdf,7,Im7,-178.75,反转+微倾,289143.04,173_7_7_7,
173/得字第07册.pdf,7,Im8,180.00,反转,261954.19,173_7_7_8,
145/盖字第03册.pdf,0,Im0,0.00,正,266620.31,145_3_0_4,
145/盖字第03册.pdf,0,Im1,0.00,正,262817.77,145_3_0_3,
145/盖字第03册.pdf,0,Im2,0.00,正,266384.12,145_3_0_2,
145/盖字第03册.pdf,0,Im3,0.00,正,262584.93,145_3_0_1,
145/盖字第03册.pdf,0,Im4,0.00,正,266147.83,145_3_0_0,
145/盖字第03册.pdf,0,Im5,180.00,反转,262935.91,145_3_0_5,
145/盖字第03册.pdf,0,Im6,180.00,反转,266327.77,145_3_0_6,
145/盖字第03册.pdf,0,Im7,180.00,反转,265157.72,145_3_0_7,
145/盖字第03册.pdf,0,Im8,180.00,反转,266563.85,145_3_0_8,
145/盖字第03册.pdf,0,Im9,180.00,反转,265392.73,145_3_0_9,
145/盖字第03册.pdf,1,Im0,0.00,正,266620.31,145_3_1_4,
145/盖字第03册.pdf,1,Im1,0.00,正,262817.67,145_3_1_3,
145/盖字第03册.pdf,1,Im2,0.00,正,265742.78,145_3_1_2,
145/盖字第03册.pdf,1,Im3,0.00,正,265742.78,145_3_1_1,
145/盖字第03册.pdf,1,Im4,0.00,正,267329.15,145_3_1_0,
145/盖字第03册.pdf,1,Im5,180.00,反转,265276.12,145_3_1_5,
145/盖字第03册.pdf,1,Im6,180.00,反转,266384.12,145_3_1_6,
145/盖字第03册.pdf,1,Im7,180.00,反转,264338.35,145_3_1_7,
145/盖字第03册.pdf,1,Im8,180.00,反转,265855.83,145_3_1_8,
145/盖字第03册.pdf,1,Im9,180.00,反转,264687.81,145_3_1_9,
145/盖字第03册.pdf,2,Im0,0.00,正,266856.60,145_3_2_4,
145/盖字第03册.pdf,2,Im1,0.00,正,264807.22,145_3_2_3,
145/盖字第03册.pdf,2,Im2,0.00,正,266384.17,145_3_2_2,
145/盖字第03册.pdf,2,Im3,0.00,正,263753.85,145_3_2_1,
145/盖字第03册.pdf,2,Im4,0.00,正,266384.14,145_3_2_0,
145/盖字第03册.pdf,2,Im5,180.00,反转,263753.89,145_3_2_5,
145/盖字第03册.pdf,2,Im6,-179.50,反转,278343.02,145_3_2_6,
145/盖字第03册.pdf,2,Im7,-179.50,反转,272780.10,145_3_2_7,
145/盖字第03册.pdf,2,Im8,179.75,反转,270557.78,145_3_2_8,
145/盖字第03册.pdf,2,Im9,179.75,反转,271041.60,145_3_2_9,
145/盖字第03册.pdf,3,Im0,0.00,正,268862.97,145_3_3_4,
145/盖字第03册.pdf,3,Im1,0.00,正,268863.01,145_3_3_3,
145/盖字第03册.pdf,3,Im2,0.00,正,262740.44,145_3_3_2,
145/盖字第03册.pdf,3,Im3,0.00,正,262740.44,145_3_3_1,
145/盖字第03册.pdf,3,Im4,0.00,正,268862.99,145_3_3_0,
145/盖字第03册.pdf,3,Im5,180.00,反转,268862.95,145_3_3_5,
145/盖字第03册.pdf,3,Im6,180.00,反转,268862.95,145_3_3_6,
145/盖字第03册.pdf,3,Im7,180.00,反转,268862.97,145_3_3_7,
145/盖字第03册.pdf,3,Im8,180.00,反转,268862.97,145_3_3_8,
145/盖字第03册.pdf,3,Im9,180.00,反转,268862.97,145_3_3_9,
145/盖字第03册.pdf,4,Im0,0.00,正,268863.01,145_3_4_4,
145/盖字第03册.pdf,4,Im1,0.00,正,268863.01,145_3_4_3,
145/盖字第03册.pdf,4,Im2,0.00,正,268862.96,145_3_4_2,
145/盖字第03册.pdf,4,Im3,0.00,正,268862.99,145_3_4_1,
145/盖字第03册.pdf,4,Im4,0.00,正,268862.99,145_3_4_0,
145/盖字第03册.pdf,4,Im5,180.00,反转,268862.99,145_3_4_5,
145/盖字第03册.pdf,4,Im6,180.00,反转,268862.99,145_3_4_6,
145/盖字第03册.pdf,4,Im7,180.00,反转,268863.01,145_3_4_7,
145/盖字第03册.pdf,4,Im8,180.00,反转,268862.99,145_3_4_8,
145/盖字第03册.pdf,4,Im9,180.00,反转,268862.99,145_3_4_9,
145/盖字第03册.pdf,5,Im0,0.00,正,268863.01,145_3_5_4,
145/盖字第03册.pdf,5,Im1,0.00,正,268863.01,145_3_5_3,
145/盖字第03册.pdf,5,Im2,0.00,正,269750.80,145_3_5_2,
145/盖字第03册.pdf,5,Im3,0.00,正,267679.22,145_3_5_1,
145/盖字第03册.pdf,5,Im4,0.00,正,268862.97,145_3_5_0,
145/盖字第03册.pdf,5,Im5,180.00,反转,268862.97,145_3_5_5,
145/盖字第03册.pdf,5,Im6,180.00,反转,268862.97,145_3_5_6,
145/盖字第03册.pdf,5,Im7,180.00,反转,268862.99,145_3_5_7,
145/盖字第03册.pdf,5,Im8,180.00,反转,268862.99,145_3_5_8,
145/盖字第03册.pdf,5,Im9,180.00,反转,268862.99,145_3_5_9,
145/盖字第03册.pdf,6,Im0,0.00,正,268863.01,145_3_6_4,
145/盖字第03册.pdf,6,Im1,0.00,正,268863.01,145_3_6_3,
145/盖字第03册.pdf,6,Im2,0.00,正,268862.96,145_3_6_2,
145/盖字第03册.pdf,6,Im3,0.00,正,268862.96,145_3_6_1,
145/盖字第03册.pdf,6,Im4,0.00,正,268862.99,145_3_6_0,
145/盖字第03册.pdf,6,Im5,180.00,反转,268862.97,145_3_6_5,
145/盖字第03册.pdf,6,Im6,180.00,反转,268862.95,145_3_6_6,
145/盖字第03册.pdf,6,Im7,180.00,反转,268862.97,145_3_6_7,
145/盖字第03册.pdf,6,Im8,180.00,反转,268862.99,145_3_6_8,
145/盖字第03册.pdf,6,Im9,180.00,反转,268862.99,145_3_6_9,
145/盖字第03册.pdf,7,Im0,0.00,正,268862.97,145_3_7_4,
145/盖字第03册.pdf,7,Im1,0.00,正,268862.97,145_3_7_3,
145/盖字第03册.pdf,7,Im2,0.00,正,268862.97,145_3_7_2,
145/盖字第03册.pdf,7,Im3,0.00,正,268862.97,145_3_7_1,
145/盖字第03册.pdf,7,Im4,0.00,正,268862.95,145_3_7_0,
145/盖字第03册.pdf,7,Im5,180.00,反转,268862.97,145_3_7_5,
145/盖字第03册.pdf,7,Im6,180.00,反转,268862.97,145_3_7_6,
145/盖字第03册.pdf,7,Im7,180.00,反转,268862.99,145_3_7_7,
145/盖字第03册.pdf,7,Im8,180.00,反转,268862.99,145_3_7_8,
145/盖字第03册.pdf,7,Im9,180.00,反转,268862.99,145_3_7_9,
145/盖字第03册.pdf,8,Im0,0.00,正,268862.99,145_3_8_1,
145/盖字第03册.pdf,8,Im1,0.00,正,268862.99,145_3_8_0,
145/盖字第03册.pdf,8,Im2,0.00,正,268863.01,145_3_8_3,
145/盖字第03册.pdf,8,Im3,0.00,正,268863.01,145_3_8_2,
145/盖字第02册.pdf,0,Im0,0.50,正,279713.03,145_2_0_4,
145/盖字第02册.pdf,0,Im1,0.50,正,271995.27,145_2_0_3,
145/盖字第02册.pdf,0,Im2,-0.25,正,270315.91,145_2_0_2,
145/盖字第02册.pdf,0,Im3,-0.25,正,270799.66,145_2_0_1,
145/盖字第02册.pdf,0,Im4,-0.25,正,272418.26,145_2_0_0,
145/盖字第02册.pdf,0,Im5,179.75,反转,268209.45,145_2_0_5,
145/盖字第02册.pdf,0,Im6,180.00,反转,266620.32,145_2_0_6,
145/盖字第02册.pdf,0,Im7,180.00,反转,263987.73,145_2_0_7,
145/盖字第02册.pdf,0,Im8,180.00,反转,266091.86,145_2_0_8,
145/盖字第02册.pdf,0,Im9,180.00,反转,264922.84,145_2_0_9,
145/盖字第02册.pdf,1,Im0,0.00,正,266856.60,145_2_1_4,
145/盖字第02册.pdf,1,Im1,0.00,正,264221.71,145_2_1_3,
145/盖字第02册.pdf,1,Im2,0.00,正,266620.36,145_2_1_2,
145/盖字第02册.pdf,1,Im3,0.00,正,263987.70,145_2_1_1,
145/盖字第02册.pdf,1,Im4,0.00,正,266147.83,145_2_1_0,
145/盖字第02册.pdf,1,Im5,180.00,反转,263519.89,145_2_1_5,
145/盖字第02册.pdf,1,Im6,180.00,反转,265978.31,145_2_1_6,
145/盖字第02册.pdf,1,Im7,180.00,反转,265978.34,145_2_1_7,
145/盖字第02册.pdf,1,Im8,180.00,反转,266091.86,145_2_1_8,
145/盖字第02册.pdf,1,Im9,180.00,反转,264922.82,145_2_1_9,
145/盖字第02册.pdf,2,Im0,0.25,正,273394.03,145_2_2_4,
145/盖字第02册.pdf,2,Im1,0.25,正,266595.07,145_2_2_3,
145/盖字第02册.pdf,2,Im2,0.00,正,263052.06,145_2_2_2,
145/盖字第02册.pdf,2,Im3,0.00,正,265675.34,145_2_2_1,
145/盖字第02册.pdf,2,Im4,0.00,正,266384.14,145_2_2_0,
145/盖字第02册.pdf,2,Im5,180.00,反转,264338.39,145_2_2_5,
145/盖字第02册.pdf,2,Im6,-179.75,反转,272319.00,145_2_2_6,
145/盖字第02册.pdf,2,Im7,-179.75,反转,268315.89,145_2_2_7,
145/盖字第02册.pdf,2,Im8,180.00,反转,265742.83,145_2_2_8,
145/盖字第02册.pdf,2,Im9,180.00,反转,265742.85,145_2_2_9,
145/盖字第02册.pdf,3,Im0,0.00,正,266091.88,145_2_3_4,
145/盖字第02册.pdf,3,Im1,0.00,正,264922.84,145_2_3_3,
145/盖字第02册.pdf,3,Im2,0.00,正,266091.88,145_2_3_2,
145/盖字第02册.pdf,3,Im3,0.00,正,264922.82,145_2_3_1,
145/盖字第02册.pdf,3,Im4,-0.25,正,270417.61,145_2_3_0,
145/盖字第02册.pdf,3,Im5,179.75,反转,269729.34,145_2_3_5,
145/盖字第02册.pdf,3,Im6,180.00,反转,266620.34,145_2_3_6,
145/盖字第02册.pdf,3,Im7,180.00,反转,262817.74,145_2_3_7,
145/盖字第02册.pdf,3,Im8,180.00,反转,266620.33,145_2_3_8,
145/盖字第02册.pdf,3,Im9,180.00,反转,264572.76,145_2_3_9,
145/盖字第02册.pdf,4,Im0,0.00,正,266384.12,145_2_4_4,
145/盖字第02册.pdf,4,Im1,0.00,正,263753.90,145_2_4_3,
145/盖字第02册.pdf,4,Im2,0.00,正,266620.31,145_2_4_2,
145/盖字第02册.pdf,4,Im3,0.00,正,264572.77,145_2_4_1,
145/盖字第02册.pdf,4,Im4,-0.25,正,270557.76,145_2_4_0,
145/盖字第02册.pdf,4,Im5,179.75,反转,271041.60,145_2_4_5,
145/盖字第02册.pdf,4,Im6,180.00,反转,266327.81,145_2_4_6,
145/盖字第02册.pdf,4,Im7,180.00,反转,265157.76,145_2_4_7,
145/盖字第02册.pdf,4,Im8,180.00,反转,265271.90,145_2_4_8,
145/盖字第02册.pdf,4,Im9,180.00,反转,265271.90,145_2_4_9,
145/盖字第02册.pdf,5,Im0,0.00,正,265271.88,145_2_5_4,
145/盖字第02册.pdf,5,Im1,0.00,正,265271.88,145_2_5_3,
145/盖字第02册.pdf,5,Im2,-0.25,正,270557.75,145_2_5_2,
145/盖字第02册.pdf,5,Im3,-0.25,正,271041.62,145_2_5_1,
145/盖字第02册.pdf,5,Im4,0.00,正,265439.06,145_2_5_0,
145/盖字第02册.pdf,5,Im5,180.00,反转,262818.12,145_2_5_5,
145/盖字第02册.pdf,5,Im6,180.00,反转,265742.82,145_2_5_6,
145/盖字第02册.pdf,5,Im7,180.00,反转,265742.85,145_2_5_7,
145/盖字第02册.pdf,5,Im8,180.00,反转,266856.60,145_2_5_8,
145/盖字第02册.pdf,5,Im9,180.00,反转,264807.22,145_2_5_9,
145/盖字第02册.pdf,6,Im0,0.00,正,266620.31,145_2_6_4,
145/盖字第02册.pdf,6,Im1,0.00,正,264572.74,145_2_6_3,
145/盖字第02册.pdf,6,Im2,0.00,正,266147.81,145_2_6_2,
145/盖字第02册.pdf,6,Im3,0.00,正,264103.90,145_2_6_1,
145/盖字第02册.pdf,6,Im4,0.00,正,266147.83,145_2_6_0,
145/盖字第02册.pdf,6,Im5,180.00,反转,263519.91,145_2_6_5,
145/盖字第02册.pdf,6,Im6,180.00,反转,266327.81,145_2_6_6,
145/盖字第02册.pdf,6,Im7,180.00,反转,265157.76,145_2_6_7,
145/盖字第02册.pdf,6,Im8,180.00,反转,266384.14,145_2_6_8,
145/盖字第02册.pdf,6,Im9,180.00,反转,263753.92,145_2_6_9,
145/盖字第02册.pdf,7,Im0,0.00,正,267092.85,145_2_7_4,
145/盖字第02册.pdf,7,Im1,0.00,正,263869.60,145_2_7_3,
145/盖字第02册.pdf,7,Im2,0.00,正,266384.12,145_2_7_2,
145/盖字第02册.pdf,7,Im3,0.00,正,264338.39,145_2_7_1,
145/盖字第02册.pdf,7,Im4,0.00,正,266147.83,145_2_7_0,
145/盖字第02册.pdf,7,Im5,180.00,反转,264103.87,145_2_7_5,
145/盖字第02册.pdf,7,Im6,-179.25,反转,283573.00,145_2_7_6,
145/盖字第02册.pdf,7,Im7,-179.25,反转,278697.36,145_2_7_7,
145/盖字第02册.pdf,7,Im8,180.00,反转,266530.19,145_2_7_8,
145/盖字第02册.pdf,7,Im9,180.00,反转,260977.50,145_2_7_9,
145/盖字第02册.pdf,8,Im0,0.00,正,266620.31,145_2_8_4,
145/盖字第02册.pdf,8,Im1,0.00,正,264572.74,145_2_8_3,
145/盖字第02册.pdf,8,Im2,0.00,正,266620.36,145_2_8_2,
145/盖字第02册.pdf,8,Im3,0.00,正,263402.69,145_2_8_1,
145/盖字第02册.pdf,8,Im4,-0.25,正,270315.90,145_2_8_0,
145/盖字第02册.pdf,8,Im5,179.75,反转,270799.69,145_2_8_5,
145/盖字第02册.pdf,8,Im6,180.00,反转,266147.81,145_2_8_6,
145/盖字第02册.pdf,8,Im7,180.00,反转,263519.90,145_2_8_7,
145/盖字第02册.pdf,8,Im8,180.00,反转,266057.45,145_2_8_8,
145/盖字第02册.pdf,8,Im9,180.00,反转,261097.95,145_2_8_9,
145/盖字第02册.pdf,9,Im0,0.00,正,266147.81,145_2_9_1,
145/盖字第02册.pdf,9,Im1,0.00,正,264103.87,145_2_9_0,
145/盖字第05册.pdf,0,Im0,0.00,正,265507.33,145_5_0_4,
145/盖字第05册.pdf,0,Im1,0.00,正,265507.33,145_5_0_3,
145/盖字第05册.pdf,0,Im2,0.00,正,266091.75,145_5_0_2,
145/盖字第05册.pdf,0,Im3,0.00,正,264922.79,145_5_0_1,
145/盖字第05册.pdf,0,Im4,0.00,正,266327.86,145_5_0_0,
145/盖字第05册.pdf,0,Im5,180.00,反转,265157.82,145_5_0_5,
145/盖字第05册.pdf,0,Im6,180.00,反转,266620.35,145_5_0_6,
145/盖字第05册.pdf,0,Im7,180.00,反转,264572.78,145_5_0_7,
145/盖字第05册.pdf,0,Im8,180.00,反转,266620.35,145_5_0_8,
145/盖字第05册.pdf,0,Im9,180.00,反转,264572.78,145_5_0_9,
145/盖字第05册.pdf,1,Im0,0.00,正,265507.33,145_5_1_4,
145/盖字第05册.pdf,1,Im1,0.00,正,265507.33,145_5_1_3,
145/盖字第05册.pdf,1,Im2,0.00,正,266620.30,145_5_1_2,
145/盖字第05册.pdf,1,Im3,0.00,正,264572.81,145_5_1_1,
145/盖字第05册.pdf,1,Im4,0.00,正,265507.31,145_5_1_0,
145/盖字第05册.pdf,1,Im5,180.00,反转,265507.29,145_5_1_5,
145/盖字第05册.pdf,1,Im6,180.00,反转,264922.79,145_5_1_6,
145/盖字第05册.pdf,1,Im7,180.00,反转,266091.78,145_5_1_7,
145/盖字第05册.pdf,1,Im8,180.00,反转,265392.85,145_5_1_8,
145/盖字第05册.pdf,1,Im9,180.00,反转,266563.85,145_5_1_9,
145/盖字第05册.pdf,2,Im0,0.00,正,266856.60,145_5_2_4,
145/盖字第05册.pdf,2,Im1,0.00,正,264807.22,145_5_2_3,
145/盖字第05册.pdf,2,Im2,0.00,正,266620.35,145_5_2_2,
145/盖字第05册.pdf,2,Im3,0.00,正,263987.74,145_5_2_1,
145/盖字第05册.pdf,2,Im4,0.50,正,279464.40,145_5_2_0,
145/盖字第05册.pdf,2,Im5,-179.50,反转,268909.33,145_5_2_5,
145/盖字第05册.pdf,2,Im6,180.00,反转,266384.04,145_5_2_6,
145/盖字第05册.pdf,2,Im7,180.00,反转,264338.31,145_5_2_7,
145/盖字第05册.pdf,2,Im8,180.00,反转,265742.85,145_5_2_8,
145/盖字第05册.pdf,2,Im9,180.00,反转,265742.85,145_5_2_9,
145/盖字第05册.pdf,3,Im0,0.00,正,267329.14,145_5_3_4,
145/盖字第05册.pdf,3,Im1,0.00,正,265276.13,145_5_3_3,
145/盖字第05册.pdf,3,Im2,0.00,正,265507.33,145_5_3_2,
145/盖字第05册.pdf,3,Im3,0.00,正,265507.33,145_5_3_1,
145/盖字第05册.pdf,3,Im4,0.00,正,265507.31,145_5_3_0,
145/盖字第05册.pdf,3,Im5,180.00,反转,265507.33,145_5_3_5,
145/盖字第05册.pdf,3,Im6,180.00,反转,265507.33,145_5_3_6,
145/盖字第05册.pdf,3,Im7,180.00,反转,265507.35,145_5_3_7,
145/盖字第05册.pdf,3,Im8,-179.75,反转,270799.83,145_5_3_8,
145/盖字第05册.pdf,3,Im9,-179.75,反转,270316.02,145_5_3_9,
145/盖字第05册.pdf,4,Im0,0.00,正,266620.35,145_5_4_4,
145/盖字第05册.pdf,4,Im1,0.00,正,264572.78,145_5_4_3,
145/盖字第05册.pdf,4,Im2,0.00,正,266327.86,145_5_4_2,
145/盖字第05册.pdf,4,Im3,0.00,正,265157.85,145_5_4_1,
145/盖字第05册.pdf,4,Im4,0.00,正,266091.80,145_5_4_0,
145/盖字第05册.pdf,4,Im5,180.00,反转,264922.81,145_5_4_5,
145/盖字第05册.pdf,4,Im6,180.00,反转,264922.83,145_5_4_6,
145/盖字第05册.pdf,4,Im7,180.00,反转,266091.82,145_5_4_7,
145/盖字第05册.pdf,4,Im8,180.00,反转,266384.06,145_5_4_8,
145/盖字第05册.pdf,4,Im9,180.00,反转,263753.84,145_5_4_9,
145/盖字第05册.pdf,5,Im0,0.00,正,264103.87,145_5_5_4,
145/盖字第05册.pdf,5,Im1,0.00,正,266147.81,145_5_5_3,
145/盖字第05册.pdf,5,Im2,0.00,正,264103.87,145_5_5_2,
145/盖字第05册.pdf,5,Im3,0.00,正,266147.78,145_5_5_1,
145/盖字第05册.pdf,5,Im4,0.00,正,265271.85,145_5_5_0,
145/盖字第05册.pdf,5,Im5,180.00,反转,265271.85,145_5_5_5,
145/盖字第05册.pdf,5,Im6,-179.50,反转,277909.27,145_5_5_6,
145/盖字第05册.pdf,5,Im7,-179.50,反转,274699.11,145_5_5_7,
145/盖字第05册.pdf,5,Im8,-179.50,反转,277660.05,145_5_5_8,
145/盖字第05册.pdf,5,Im9,-179.50,反转,274451.95,145_5_5_9,
145/盖字第05册.pdf,6,Im0,0.25,正,272217.82,145_5_6_4,
145/盖字第05册.pdf,6,Im1,0.25,正,269383.74,145_5_6_3,
145/盖字第05册.pdf,6,Im2,0.75,正,283654.47,145_5_6_2,
145/盖字第05册.pdf,6,Im3,0.75,正,277747.96,145_5_6_1,
145/盖字第05册.pdf,6,Im4,0.00,正,266563.85,145_5_6_0,
145/盖字第05册.pdf,6,Im5,180.00,反转,265392.78,145_5_6_5,
145/盖字第05册.pdf,6,Im6,180.00,反转,265742.84,145_5_6_6,
145/盖字第05册.pdf,6,Im7,180.00,反转,265742.87,145_5_6_7,
145/盖字第05册.pdf,6,Im8,180.00,反转,266327.86,145_5_6_8,
145/盖字第05册.pdf,6,Im9,180.00,反转,265157.87,145_5_6_9,
145/盖字第05册.pdf,7,Im0,0.00,正,265036.40,145_5_7_4,
145/盖字第05册.pdf,7,Im1,0.00,正,265036.40,145_5_7_3,
145/盖字第05册.pdf,7,Im2,0.00,正,266563.85,145_5_7_2,
145/盖字第05册.pdf,7,Im3,0.00,正,265392.80,145_5_7_1,
145/盖字第05册.pdf,7,Im4,0.00,正,266563.85,145_5_7_0,
145/盖字第05册.pdf,7,Im5,180.00,反转,265392.76,145_5_7_5,
145/盖字第05册.pdf,7,Im6,180.00,反转,265742.84,145_5_7_6,
145/盖字第05册.pdf,7,Im7,180.00,反转,265742.87,145_5_7_7,
145/盖字第05册.pdf,7,Im8,-179.75,反转,270799.83,145_5_7_8,
145/盖字第05册.pdf,7,Im9,-179.75,反转,270316.00,145_5_7_9,
145/盖字第05册.pdf,8,Im0,0.00,正,265157.78,145_5_8_4,
145/盖字第05册.pdf,8,Im1,0.00,正,266327.86,145_5_8_3,
145/盖字第05册.pdf,8,Im2,0.00,正,265507.33,145_5_8_2,
145/盖字第05册.pdf,8,Im3,0.00,正,265507.33,145_5_8_1,
145/盖字第05册.pdf,8,Im4,0.00,正,265742.84,145_5_8_0,
145/盖字第05册.pdf,8,Im5,180.00,反转,265742.86,145_5_8_5,
145/盖字第05册.pdf,8,Im6,180.00,反转,265036.38,145_5_8_6,
145/盖字第05册.pdf,8,Im7,180.00,反转,265036.38,145_5_8_7,
145/盖字第05册.pdf,8,Im8,180.00,反转,265855.81,145_5_8_8,
145/盖字第05册.pdf,8,Im9,180.00,反转,264687.81,145_5_8_9,
145/盖字第05册.pdf,9,Im0,0.00,正,265911.56,145_5_9_1,
145/盖字第05册.pdf,9,Im1,0.00,正,263286.00,145_5_9_0,
145/盖字第05册.pdf,9,Im2,180.00,反转,266620.35,145_5_9_2,
145/盖字第05册.pdf,9,Im3,180.00,反转,264572.81,145_5_9_3,
145/盖字第05册.pdf,9,Im4,180.00,反转,265742.87,145_5_9_4,
145/盖字第05册.pdf,9,Im5,180.00,反转,265742.87,145_5_9_5,
145/盖字第05册.pdf,9,Im6,180.00,反转,266384.04,145_5_9_6,
145/盖字第08册.pdf,0,Im0,0.00,正,267092.85,145_8_0_4,
145/盖字第08册.pdf,0,Im1,0.00,正,265041.66,145_8_0_3,
145/盖字第08册.pdf,0,Im2,0.00,正,266384.04,145_8_0_2,
145/盖字第08册.pdf,0,Im3,0.00,正,264338.31,145_8_0_1,
145/盖字第08册.pdf,0,Im4,0.00,正,266563.85,145_8_0_0,
145/盖字第08册.pdf,0,Im5,180.00,反转,265392.80,145_8_0_5,
145/盖字第08册.pdf,0,Im6,180.00,反转,263636.16,145_8_0_6,
145/盖字第08册.pdf,0,Im7,180.00,反转,266856.60,145_8_0_7,
145/盖字第08册.pdf,0,Im8,180.00,反转,266856.60,145_8_0_8,
145/盖字第08册.pdf,0,Im9,180.00,反转,264807.22,145_8_0_9,
145/盖字第08册.pdf,1,Im0,0.00,正,266147.81,145_8_1_4,
145/盖字第08册.pdf,1,Im1,0.00,正,264103.87,145_8_1_3,
145/盖字第08册.pdf,1,Im2,0.00,正,264338.34,145_8_1_2,
145/盖字第08册.pdf,1,Im3,0.00,正,266384.06,145_8_1_1,
145/盖字第08册.pdf,1,Im4,-0.25,正,271732.11,145_8_1_0,
145/盖字第08册.pdf,1,Im5,179.75,反转,269865.43,145_8_1_5,
145/盖字第08册.pdf,1,Im6,180.00,反转,265627.74,145_8_1_6,
145/盖字第08册.pdf,1,Im7,180.00,反转,266799.84,145_8_1_7,
145/盖字第08册.pdf,1,Im8,180.00,反转,263987.79,145_8_1_8,
145/盖字第08册.pdf,1,Im9,180.00,反转,266620.33,145_8_1_9,
145/盖字第08册.pdf,2,Im0,0.00,正,266327.86,145_8_2_4,
145/盖字第08册.pdf,2,Im1,0.00,正,265157.87,145_8_2_3,
